商品编码,品名,监管条件,检验检疫类别,法定单位,政策依据
87035011,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035019,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035021,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035022,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035023,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035029,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035031,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035032,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035033,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035039,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035041,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035042,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035043,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035049,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035051,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035052,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035053,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035059,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035061,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035062,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035063,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035069,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035071,小轿车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035072,越野车（4轮驱动）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035073,9座及以下的小客车,46AOxy,LM,辆/千克,税委会公告2026年第5号
87035079,其他,46AOxy,LM,辆/千克,税委会公告2026年第5号
87036011,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036012,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036013,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036019,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87036021,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036022,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036023,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036029,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87036031,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036032,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036033,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036039,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87036041,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036042,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036043,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036049,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87036051,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036052,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036053,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036059,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87036061,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036062,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036063,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036069,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87036071,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87036072,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87036073,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87036079,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037011,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037012,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037013,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037019,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037021,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037022,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037023,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037029,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037031,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037032,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037033,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037039,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037041,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037042,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037043,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037049,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037051,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037052,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037053,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037059,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037061,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037062,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037063,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037069,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87037071,小轿车,46AO,LM,辆/千克,税委会公告2026年第5号
87037072,越野车（4轮驱动）,46AO,LM,辆/千克,税委会公告2026年第5号
87037073,9座及以下的小客车,46AO,LM,辆/千克,税委会公告2026年第5号
87037079,其他,46AO,LM,辆/千克,税委会公告2026年第5号
87038010,具有车辆识别代号（VIN码）,46Axy,M,辆/千克,税委会公告2026年第5号
87038090,其他,46Axy,M,辆/千克,税委会公告2026年第5号
87039000,其他,6O,,辆/千克,税委会公告2026年第5号
87041030,电动轮货运自卸车,6A,M,辆/千克,税委会公告2026年第5号
87041090,其他,6A,M,辆/千克,税委会公告2026年第5号
87042100,车辆总重量不超过5吨,46AOxy,LM,辆/千克,税委会公告2026年第5号
87042230,车辆总重量超过5吨，但小于14吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87042240,车辆总重量在14吨及以上，但不超过20吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87042300,车辆总重量超过20吨仅装柴油或半柴油发动机的车辆总重量≥31吨清障车专用底盘仅装柴油或半柴油发动机的固井水泥车、压裂车、混砂车、连续油管车、液氮泵车用底盘（车辆总重量＞35吨，装驾驶室）,46AOxy,LM,辆/千克,税委会公告2026年第5号
87043100,车辆总重量不超过5吨,46AOxy,LM,辆/千克,税委会公告2026年第5号
87043230,车辆总重量超过5吨，但不超过8吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87043240,车辆总重量超过8吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87044100,车辆总重量不超过5吨,46AOxy,LM,辆/千克,税委会公告2026年第5号
87044210,车辆总重量超过5吨，但小于14吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87044220,车辆总重量在14吨及以上，但不超过20吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87044300,车辆总重量超过20吨,46AOxy,LM,辆/千克,税委会公告2026年第5号
87045100,车辆总重量不超过5吨,46AOxy,LM,辆/千克,税委会公告2026年第5号
87045210,车辆总重量超过5吨，但不超过8吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87045220,车辆总重量超过8吨,46Axy,LM,辆/千克,税委会公告2026年第5号
87046000,仅装有驱动电动机的其他货车,46Axy,LM,辆/千克,税委会公告2026年第5号
87049000,其他,46Axy,LM,辆/千克,税委会公告2026年第5号
87051021,最大起重重量不超过50吨,6A,LM,辆/千克,税委会公告2026年第5号
87051022,最大起重重量超过50吨，但不超过100吨,6A,LM,辆/千克,税委会公告2026年第5号
87051023,最大起重重量超过100吨,6A,LM,辆/千克,税委会公告2026年第5号
87051091,最大起重重量不超过50吨,6A,LM,辆/千克,税委会公告2026年第5号
87051092,最大起重重量超过50吨，但不超过100吨,6A,LM,辆/千克,税委会公告2026年第5号
87051093,最大起重重量超过100吨,6A,LM,辆/千克,税委会公告2026年第5号
87052000,钻探车,6A,LM,辆/千克,税委会公告2026年第5号
87053010,装有云梯的救火车,6A,M,辆/千克,税委会公告2026年第5号
87053090,其他,6A,M,辆/千克,税委会公告2026年第5号
87054000,混凝土搅拌车,6A,LM,辆/千克,税委会公告2026年第5号
87059010,无线电通信车,6A,LM,辆/千克,税委会公告2026年第5号
87059020,放射线检查车,6A,LM,辆/千克,税委会公告2026年第5号
87059030,环境监测车,6A,LM,辆/千克,税委会公告2026年第5号
87059040,医疗车,6A,LM,辆/千克,税委会公告2026年第5号
87059051,航空电源车（频率为400赫兹）,6,,辆/千克,税委会公告2026年第5号
87059059,其他,6A,LM,辆/千克,税委会公告2026年第5号
87059060,飞机加油车、调温车、除冰车,6A,M,辆/千克,税委会公告2026年第5号
87059070,道路（包括跑道）扫雪车,6A,LM,辆/千克,税委会公告2026年第5号
87059080,石油测井车、压裂车、混砂车,6A,LM,辆/千克,税委会公告2026年第5号
87059091,混凝土泵车,6A,LM,辆/千克,税委会公告2026年第5号
87059099,其他,6A,LM,辆/千克,税委会公告2026年第5号
87060010,非公路用自卸车底盘,6,,台/千克,税委会公告2026年第5号
87060021,车辆总重量在14吨及以上的,46AOxy,LM,台/千克,税委会公告2026年第5号
87060022,车辆总重量在14吨以下的,46AOxy,LM,台/千克,税委会公告2026年第5号
87060030,大型客车底盘,46Oxy,,台/千克,税委会公告2026年第5号
87060040,汽车起重机底盘,6AO,LM,台/千克,税委会公告2026年第5号
87060090,其他,46AOxy,LM,台/千克,税委会公告2026年第5号
87071000,税目87.03所列车辆用,6,,台/千克,税委会公告2026年第5号
87079010,子目8702.1092、8702.1093、8702.9020及8702.9030所列车辆用,6,,台/千克,税委会公告2026年第5号
87079090,其他,6,,台/千克,税委会公告2026年第5号
87081000,缓冲器（保险杠）及其零件,6,,千克,税委会公告2026年第5号
87082100,座椅安全带,6A,LM,千克,税委会公告2026年第5号
87082211,电动的,6,L,千克/套,税委会公告2026年第5号
87082212,手动的,6,L,千克/套,税委会公告2026年第5号
87082290,其他,6,L,千克/套,税委会公告2026年第5号
87082930,车窗玻璃升降器,6,,千克,税委会公告2026年第5号
87082951,侧围,6,,千克,税委会公告2026年第5号
87082952,车门,6,,千克/个,税委会公告2026年第5号
87082953,发动机罩盖,6,,千克,税委会公告2026年第5号
87082954,前围,6,,千克,税委会公告2026年第5号
87082955,行李箱盖（或背门）,6,,千克,税委会公告2026年第5号
87082956,后围,6,,千克,税委会公告2026年第5号
87082957,翼子板（或叶子板）,6,,千克,税委会公告2026年第5号
87082959,其他,6,,千克,税委会公告2026年第5号
87082990,其他,6,,千克,税委会公告2026年第5号
87083010,装在蹄片上的制动摩擦片,6,L,千克,税委会公告2026年第5号
87083021,税目87.01、税号8704.1030及8704.1090所列车辆用,6,,千克,税委会公告2026年第5号
87083029,其他,6,,千克,税委会公告2026年第5号
87083091,税目87.01所列车辆用,6,L,千克,税委会公告2026年第5号
87083092,税号8702.1091及8702.9010所列车辆用,6,L,千克,税委会公告2026年第5号
87083093,税号8704.1030及8704.1090所列车辆用,6,,千克,税委会公告2026年第5号
87083094,税号8704.2100、8704.2230、8704.3100及8704.3230所列车辆用,6,L,千克,税委会公告2026年第5号
87083095,税号8704.2240、8704.2300及8704.3240所列车辆用,6,L,千克,税委会公告2026年第5号
87083096,税目87.05所列车辆用,6,L,千克,税委会公告2026年第5号
87083099,其他纯电动或混合动力汽车用电动制动器（由制动器电子控制单元、踏板行程模拟器、制动执行器等组成）,6,L,千克/个,税委会公告2026年第5号
87084010,税目87.01所列车辆用发动机功率65千瓦及以上的动力换挡拖拉机用变速箱,6,,个/千克,税委会公告2026年第5号
87084020,税号8702.1091及8702.9010所列车辆用,6,,个/千克,税委会公告2026年第5号
87084030,税号8704.1030及8704.1090所列车辆用扭矩＞1500牛米的非公路自卸车用变速箱,6,,个/千克,税委会公告2026年第5号
87084040,税号8704.2100、8704.2230、8704.3100及8704.3230所列车辆用,6,,个/千克,税委会公告2026年第5号
87084050,税号8704.2240、8704.2300及8704.3240所列车辆用,6,,个/千克,税委会公告2026年第5号
87084060,税目87.05所列车辆用特殊用途的机动车辆用自动变速箱及其零件,6,,个/千克,税委会公告2026年第5号
87084091,税目87.03所列车辆用自动换挡变速箱及其零件税目87.03所列车辆用自动变速箱用液力变矩器税目87.03所列车辆用自动变速箱用铝阀芯税目87.03所列车辆用无级变速箱用钢带,6,,个/千克,税委会公告2026年第5号
87084099,其他,6,,个/千克,税委会公告2026年第5号
87085071,税目87.01所列车辆用发动机功率65千瓦及以上的动力换挡拖拉机用驱动桥,6,,个/千克,税委会公告2026年第5号
87085072,税号8702.1091及8702.9010所列车辆用,6,,个/千克,税委会公告2026年第5号
87085073,税号8704.1030及8704.1090所列车辆用,6,,个/千克,税委会公告2026年第5号
