商品编码,品名,序号,要素名,真实示例值,在目录要素内
83052000,成条钉书钉,3,种类（活页夹、宗卷夹、成条订书钉等）,成条订书钉,是
83052000,成条钉书钉,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83052000,成条钉书钉,5,型号,,是
83059000,其他，包括零件,1,用途（办公室用、室内装饰或包装用）,办公室用,是
83059000,其他，包括零件,2,材质（不锈钢制等）,铁制,是
83059000,其他，包括零件,3,种类（活页夹、宗卷夹、成条订书钉等）,成条订书钉,是
83059000,其他，包括零件,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83059000,其他，包括零件,5,型号,,是
83061000,铃、钟、锣及类似品,1,材质（不锈钢制等）,铁制,是
83061000,铃、钟、锣及类似品,2,种类（铃、钟、锣、雕塑像、相框、画框等）,铃铛,是
83061000,铃、钟、锣及类似品,3,是否镀贵金属,未镀贵金属,是
83061000,铃、钟、锣及类似品,4,铃、钟、锣请注明非电动,非电动,是
83061000,铃、钟、锣及类似品,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83061000,铃、钟、锣及类似品,6,型号,,是
83062100,镀贵金属的,1,材质（不锈钢制等）,铁制,是
83062100,镀贵金属的,2,种类（铃、钟、锣、雕塑像、相框、画框等）,铃铛,是
83062100,镀贵金属的,3,是否镀贵金属,未镀贵金属,是
83062100,镀贵金属的,4,铃、钟、锣请注明非电动,非电动,是
83062100,镀贵金属的,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83062100,镀贵金属的,6,型号,,是
83062910,景泰蓝的,1,材质（不锈钢制等）,铁制,是
83062910,景泰蓝的,2,种类（铃、钟、锣、雕塑像、相框、画框等）,铃铛,是
83062910,景泰蓝的,3,是否镀贵金属,未镀贵金属,是
83062910,景泰蓝的,4,铃、钟、锣请注明非电动,非电动,是
83062910,景泰蓝的,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83062910,景泰蓝的,6,型号,,是
83062990,其他,1,材质（不锈钢制等）,铁制,是
83062990,其他,2,种类（铃、钟、锣、雕塑像、相框、画框等）,铃铛,是
83062990,其他,3,是否镀贵金属,未镀贵金属,是
83062990,其他,4,铃、钟、锣请注明非电动,非电动,是
83062990,其他,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83062990,其他,6,型号,,是
83063000,相框、画框及类似框架；镜子,1,材质（不锈钢制等）,铁制,是
83063000,相框、画框及类似框架；镜子,2,种类（铃、钟、锣、雕塑像、相框、画框等）,铃铛,是
83063000,相框、画框及类似框架；镜子,3,是否镀贵金属,未镀贵金属,是
83063000,相框、画框及类似框架；镜子,4,铃、钟、锣请注明非电动,非电动,是
83063000,相框、画框及类似框架；镜子,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83063000,相框、画框及类似框架；镜子,6,型号,,是
83071000,钢铁制,1,材质（钢铁制、其他贱金属制）,不锈钢,是
83071000,钢铁制,2,种类（软管）,软管,是
83071000,钢铁制,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83071000,钢铁制,4,型号,,是
83079000,其他贱金属制,1,材质（钢铁制、其他贱金属制）,不锈钢,是
83079000,其他贱金属制,2,种类（软管）,软管,是
83079000,其他贱金属制,3,品牌（中文或外文名称）,中文：××（英文：××）,是
83079000,其他贱金属制,4,型号,,是
83081000,钩、环及眼,1,用途（用于衣服、提包上等）,用于衣服,是
83081000,钩、环及眼,2,材质（不锈钢制等）,不锈钢制,是
83081000,钩、环及眼,3,种类（扣、钩、环、铆钉等）,铆钉,是
83081000,钩、环及眼,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83081000,钩、环及眼,5,型号,,是
83082000,管形铆钉及开口铆钉,1,用途（用于衣服、提包上等）,用于衣服,是
83082000,管形铆钉及开口铆钉,2,材质（不锈钢制等）,不锈钢制,是
83082000,管形铆钉及开口铆钉,3,种类（扣、钩、环、铆钉等）,铆钉,是
83082000,管形铆钉及开口铆钉,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83082000,管形铆钉及开口铆钉,5,型号,,是
83089000,其他，包括零件,1,用途（用于衣服、提包上等）,用于衣服,是
83089000,其他，包括零件,2,材质（不锈钢制等）,不锈钢制,是
83089000,其他，包括零件,3,种类（扣、钩、环、铆钉等）,铆钉,是
83089000,其他，包括零件,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83089000,其他，包括零件,5,型号,,是
83091000,冠形瓶塞,1,形状（冠形、圆形等）,冠形,是
83091000,冠形瓶塞,2,材质（不锈钢制等）,不锈钢制,是
83091000,冠形瓶塞,3,种类（塞子、盖子等）,塞子,是
83091000,冠形瓶塞,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83091000,冠形瓶塞,5,型号,,是
83099000,其他,1,形状（冠形、圆形等）,冠形,是
83099000,其他,2,材质（不锈钢制等）,不锈钢制,是
83099000,其他,3,种类（塞子、盖子等）,塞子,是
83099000,其他,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83099000,其他,5,型号,,是
83100000,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外,1,用途（汽车用等）,起密封安全用,是
83100000,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外,2,材质（不锈钢制、贱金属种类等）,铅制,是
83100000,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外,3,种类（标志、铭牌等）,铅封,是
83100000,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外,4,品牌（中文或外文名称）,中文：××（英文：××）,是
83100000,贱金属制的标志牌、铭牌、地名牌及类似品、号码、字母及类似标志，但税目94.05的货品除外,5,型号,,是
83111000,以焊剂涂面的贱金属制电极，电弧焊用,1,用途（电弧焊用、气焊用、钎焊用等）,电弧焊用,是
83111000,以焊剂涂面的贱金属制电极，电弧焊用,2,材质（贱金属、硬质合金制）,贱金属制,是
83111000,以焊剂涂面的贱金属制电极，电弧焊用,3,种类（电极、焊条、焊丝等）,焊丝,是
83111000,以焊剂涂面的贱金属制电极，电弧焊用,4,状态（以焊剂涂面、以焊剂为芯）,以焊剂为芯,是
83111000,以焊剂涂面的贱金属制电极，电弧焊用,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83111000,以焊剂涂面的贱金属制电极，电弧焊用,6,型号,,是
83112000,以焊剂为芯的贱金属制焊丝，电弧焊用,1,用途（电弧焊用、气焊用、钎焊用等）,电弧焊用,是
83112000,以焊剂为芯的贱金属制焊丝，电弧焊用,2,材质（贱金属、硬质合金制）,贱金属制,是
83112000,以焊剂为芯的贱金属制焊丝，电弧焊用,3,种类（电极、焊条、焊丝等）,焊丝,是
83112000,以焊剂为芯的贱金属制焊丝，电弧焊用,4,状态（以焊剂涂面、以焊剂为芯）,以焊剂为芯,是
83112000,以焊剂为芯的贱金属制焊丝，电弧焊用,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83112000,以焊剂为芯的贱金属制焊丝，电弧焊用,6,型号,,是
83113000,以焊剂涂面的贱金属条和以焊剂为芯的贱金属丝，钎焊或气焊用,1,用途（电弧焊用、气焊用、钎焊用等）,电弧焊用,是
83113000,以焊剂涂面的贱金属条和以焊剂为芯的贱金属丝，钎焊或气焊用,2,材质（贱金属、硬质合金制）,贱金属制,是
83113000,以焊剂涂面的贱金属条和以焊剂为芯的贱金属丝，钎焊或气焊用,3,种类（电极、焊条、焊丝等）,焊丝,是
83113000,以焊剂涂面的贱金属条和以焊剂为芯的贱金属丝，钎焊或气焊用,4,状态（以焊剂涂面、以焊剂为芯）,以焊剂为芯,是
83113000,以焊剂涂面的贱金属条和以焊剂为芯的贱金属丝，钎焊或气焊用,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83113000,以焊剂涂面的贱金属条和以焊剂为芯的贱金属丝，钎焊或气焊用,6,型号,,是
83119000,其他,1,用途（电弧焊用、气焊用、钎焊用等）,电弧焊用,是
83119000,其他,2,材质（贱金属、硬质合金制）,贱金属制,是
83119000,其他,3,种类（电极、焊条、焊丝等）,焊丝,是
83119000,其他,4,状态（以焊剂涂面、以焊剂为芯）,以焊剂为芯,是
83119000,其他,5,品牌（中文或外文名称）,中文：××（英文：××）,是
83119000,其他,6,型号,,是
84011000,核反应堆,1,用途,发电用,是
84011000,核反应堆,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84011000,核反应堆,3,型号,型号：××,是
84012000,同位素分离机器、装置及其零件,1,用途,发电用,是
84012000,同位素分离机器、装置及其零件,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84012000,同位素分离机器、装置及其零件,3,型号,型号：××,是
84013090,未辐照燃料元件的零件,1,用途,过滤用,是
84013090,未辐照燃料元件的零件,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84013090,未辐照燃料元件的零件,3,型号,型号：××,是
84014010,未辐照相关组件,1,用途（适用于××品牌××机或通用于××机等）,燃气轮机、离心空气压缩机进风口过滤,是
84014010,未辐照相关组件,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84014010,未辐照相关组件,3,型号,型号：××,是
84014020,堆内构件,1,用途（适用于××品牌××机或通用于××机等）,燃气轮机、离心空气压缩机进风口过滤,是
84014020,堆内构件,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84014020,堆内构件,3,型号,型号：××,是
84014090,其他,1,用途（适用于××品牌××机或通用于××机等）,燃气轮机、离心空气压缩机进风口过滤,是
84014090,其他,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84014090,其他,3,型号,型号：××,是
84021110,蒸发量在900吨/时及以上的发电用锅炉,1,用途,用于蒸汽发生器,是
84021110,蒸发量在900吨/时及以上的发电用锅炉,2,构造方式,锅筒式锅炉,是
84021110,蒸发量在900吨/时及以上的发电用锅炉,3,蒸发量,900吨/小时,是
84021110,蒸发量在900吨/时及以上的发电用锅炉,4,品牌（中文或外文名称）,中文：××（英文：××）,是
84021110,蒸发量在900吨/时及以上的发电用锅炉,5,型号,型号：××,是
84021190,其他,1,用途,用于蒸汽发生器,是
84021190,其他,2,构造方式,锅筒式锅炉,是
84021190,其他,3,蒸发量,900吨/小时,是
84021190,其他,4,品牌（中文或外文名称）,中文：××（英文：××）,是
84021190,其他,5,型号,型号：××,是
84021900,其他蒸汽锅炉，包括混合式锅炉,1,用途,用于蒸汽发生器,是
84021900,其他蒸汽锅炉，包括混合式锅炉,2,构造方式,锅筒式锅炉,是
84021900,其他蒸汽锅炉，包括混合式锅炉,3,蒸发量,900吨/小时,是
84021900,其他蒸汽锅炉，包括混合式锅炉,4,品牌（中文或外文名称）,中文：××（英文：××）,是
84021900,其他蒸汽锅炉，包括混合式锅炉,5,型号,型号：××,是
84022000,过热水锅炉,1,用途,给船上动力系统增加能量及供热,是
84022000,过热水锅炉,2,温度,500℃,是
84022000,过热水锅炉,3,品牌（中文或外文名称）,中文：××（英文：××）,是
84022000,过热水锅炉,4,型号,型号：××,是
84029000,零件,1,用途,船舶用,是
84029000,零件,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84029000,零件,3,型号,型号：××,是
84031010,家用型,1,用途,家用热水器用,是
84031010,家用型,2,品牌（中文或外文名称）,中文：××（英文：××）,是
84031010,家用型,3,型号,型号：××,是
84031010,家用型,4,是否装有循环装置,装有循环装置,是
84031010,家用型,5,功率,1500kW,是
84031010,家用型,6,温度,200-240℃,是
84031090,其他,1,用途,工业供暖用,是
84031090,其他,2,品牌（中文或外文名称）,中文：××（英文：××）,是
